img,label,category
https://accessibility-cloud.freetls.fastly.net/images/scale/place/3679105125/fkepOrTxGzwy0-BF5u_ODJF1BsNtr1joZZkhlB88HmH.jpeg?fitw=1200&fith=1200,1,restaurant
https://asset3.wheelmap.org/system/uploads/photo/000/042/747/gallery_ipad_retina.jpg,0,bread
https://asset0.wheelmap.org/system/uploads/photo/000/042/748/gallery_ipad_retina.jpg,0,bread
https://asset0.wheelmap.org/system/uploads/photo/000/043/750/gallery_ipad_retina.jpg,0,bread
https://asset2.wheelmap.org/system/uploads/photo/000/043/751/gallery_ipad_retina.jpg,0,bread
https://asset1.wheelmap.org/system/uploads/photo/000/043/752/gallery_ipad_retina.jpg,0,bread
https://asset2.wheelmap.org/system/uploads/photo/000/115/872/gallery_ipad_retina.jpg,0,convenience_store
https://asset0.wheelmap.org/system/uploads/photo/000/115/873/gallery_ipad_retina.jpg,0,convenience_store
https://asset2.wheelmap.org/system/uploads/photo/000/043/742/gallery_ipad_retina.jpg,0,pub
https://asset0.wheelmap.org/system/uploads/photo/000/043/743/gallery_ipad_retina.jpg,0,pub
https://asset2.wheelmap.org/system/uploads/photo/000/076/185/gallery_ipad_retina.jpg,0,restaurant
https://asset0.wheelmap.org/system/uploads/photo/000/076/188/gallery_ipad_retina.jpg,0,jewelry
https://asset2.wheelmap.org/system/uploads/photo/000/078/447/gallery_ipad_retina.jpg,1,clothes
https://asset2.wheelmap.org/system/uploads/photo/000/025/528/gallery_ipad_retina.jpg,1,medical_store
https://asset2.wheelmap.org/system/uploads/photo/000/059/273/gallery_ipad_retina.jpg,1,coffee
https://asset0.wheelmap.org/system/uploads/photo/000/074/006/gallery_ipad_retina.jpg,1,coffee
https://asset2.wheelmap.org/system/uploads/photo/000/074/007/gallery_ipad_retina.jpg,1,coffee
https://asset2.wheelmap.org/system/uploads/photo/000/025/524/gallery_ipad_retina.jpg,1,social_facility
https://asset3.wheelmap.org/system/uploads/photo/000/076/187/gallery_ipad_retina.jpg,0,toys
https://asset3.wheelmap.org/system/uploads/photo/000/088/924/gallery_ipad_retina.jpg,0,guest_house
https://asset1.wheelmap.org/system/uploads/photo/000/088/925/gallery_ipad_retina.jpg,0,guest_house
https://asset0.wheelmap.org/system/uploads/photo/000/094/590/gallery_ipad_retina.jpg,0,guest_house
https://asset2.wheelmap.org/system/uploads/photo/000/094/591/gallery_ipad_retina.jpg,0,guest_house
https://asset3.wheelmap.org/system/uploads/photo/000/094/847/gallery_ipad_retina.jpg,0,guest_house
https://asset0.wheelmap.org/system/uploads/photo/000/094/848/gallery_ipad_retina.jpg,0,guest_house
https://asset1.wheelmap.org/system/uploads/photo/000/076/186/gallery_ipad_retina.jpg,0,fastfood
https://asset1.wheelmap.org/system/uploads/photo/000/002/200/gallery_ipad_retina.jpg,0,coffee
https://asset3.wheelmap.org/system/uploads/photo/000/002/201/gallery_ipad_retina.jpg,0,coffee
https://asset2.wheelmap.org/system/uploads/photo/000/004/768/gallery_ipad_retina.jpg,0,coffee
https://asset0.wheelmap.org/system/uploads/photo/000/004/769/gallery_ipad_retina.jpg,0,coffee
https://asset2.wheelmap.org/system/uploads/photo/000/006/666/gallery_ipad_retina.jpg,0,coffee
https://asset0.wheelmap.org/system/uploads/photo/000/006/667/gallery_ipad_retina.jpg,0,coffee
https://asset2.wheelmap.org/system/uploads/photo/000/002/016/gallery_ipad_retina.jpg,0,restaurant
https://asset0.wheelmap.org/system/uploads/photo/000/002/017/gallery_ipad_retina.jpg,0,restaurant
https://asset0.wheelmap.org/system/uploads/photo/000/004/762/gallery_ipad_retina.jpg,0,restaurant
https://asset2.wheelmap.org/system/uploads/photo/000/004/763/gallery_ipad_retina.jpg,0,restaurant
https://asset3.wheelmap.org/system/uploads/photo/000/006/664/gallery_ipad_retina.jpg,0,restaurant
https://asset1.wheelmap.org/system/uploads/photo/000/006/665/gallery_ipad_retina.jpg,0,restaurant
https://asset3.wheelmap.org/system/uploads/photo/000/128/873/gallery_ipad_retina.jpg,1,restaurant
https://asset3.wheelmap.org/system/uploads/photo/000/128/874/gallery_ipad_retina.jpg,1,restaurant
https://asset2.wheelmap.org/system/uploads/photo/000/128/335/gallery_ipad_retina.jpg,1,restaurant
https://asset1.wheelmap.org/system/uploads/photo/000/128/336/gallery_ipad_retina.jpg,1,restaurant
https://asset1.wheelmap.org/system/uploads/photo/000/055/181/gallery_ipad_retina.jpg,1,doctor
https://asset2.wheelmap.org/system/uploads/photo/000/002/021/gallery_ipad_retina.jpg,0,coffee
https://asset1.wheelmap.org/system/uploads/photo/000/002/022/gallery_ipad_retina.jpg,0,coffee
https://asset3.wheelmap.org/system/uploads/photo/000/002/023/gallery_ipad_retina.jpg,0,coffee
https://asset3.wheelmap.org/system/uploads/photo/000/004/756/gallery_ipad_retina.jpg,0,coffee
https://asset1.wheelmap.org/system/uploads/photo/000/004/757/gallery_ipad_retina.jpg,0,coffee
https://asset2.wheelmap.org/system/uploads/photo/000/005/858/gallery_ipad_retina.jpg,0,coffee
https://asset0.wheelmap.org/system/uploads/photo/000/005/859/gallery_ipad_retina.jpg,0,coffee
https://asset3.wheelmap.org/system/uploads/photo/000/002/024/gallery_ipad_retina.jpg,0,pub
https://asset1.wheelmap.org/system/uploads/photo/000/002/025/gallery_ipad_retina.jpg,0,pub
https://asset2.wheelmap.org/system/uploads/photo/000/002/026/gallery_ipad_retina.jpg,0,pub
https://asset0.wheelmap.org/system/uploads/photo/000/004/752/gallery_ipad_retina.jpg,0,pub
https://asset2.wheelmap.org/system/uploads/photo/000/004/753/gallery_ipad_retina.jpg,0,pub
https://asset1.wheelmap.org/system/uploads/photo/000/005/850/gallery_ipad_retina.jpg,0,pub
https://asset3.wheelmap.org/system/uploads/photo/000/005/851/gallery_ipad_retina.jpg,0,pub
https://asset1.wheelmap.org/system/uploads/photo/000/089/560/gallery_ipad_retina.jpg,1,hotel
https://asset3.wheelmap.org/system/uploads/photo/000/089/561/gallery_ipad_retina.jpg,1,hotel
https://asset0.wheelmap.org/system/uploads/photo/000/089/562/gallery_ipad_retina.jpg,1,hotel
https://asset2.wheelmap.org/system/uploads/photo/000/089/563/gallery_ipad_retina.jpg,1,hotel
https://asset1.wheelmap.org/system/uploads/photo/000/091/721/gallery_ipad_retina.jpg,1,hotel
https://asset2.wheelmap.org/system/uploads/photo/000/091/722/gallery_ipad_retina.jpg,1,hotel
https://asset0.wheelmap.org/system/uploads/photo/000/096/924/gallery_ipad_retina.jpg,1,hotel
https://asset2.wheelmap.org/system/uploads/photo/000/096/925/gallery_ipad_retina.jpg,1,hotel
https://asset0.wheelmap.org/system/uploads/photo/000/105/914/gallery_ipad_retina.jpg,1,hotel
https://asset2.wheelmap.org/system/uploads/photo/000/105/915/gallery_ipad_retina.jpg,1,hotel
https://asset1.wheelmap.org/system/uploads/photo/000/105/916/gallery_ipad_retina.jpg,1,hotel
https://asset3.wheelmap.org/system/uploads/photo/000/105/917/gallery_ipad_retina.jpg,1,hotel
https://accessibility-cloud.freetls.fastly.net/images/scale/place/5631279725/q5SzKqZB4Fo3XFo_F93w4nlsUkmNlWJACQBW8AmPFub.jpeg?fitw=1200&fith=1200,0,physiotherapist
https://accessibility-cloud.freetls.fastly.net/images/scale/place/1296118509/zR2nYCKVLNKvG2Npf5Br0R6D9wwV64YvkYD08iKVh-L.jpeg?fitw=1200&fith=1200,0,barber
https://asset1.wheelmap.org/system/uploads/photo/000/106/343/gallery_ipad_retina.jpg,0,barber
https://asset1.wheelmap.org/system/uploads/photo/000/106/344/gallery_ipad_retina.jpg,0,barber
https://asset3.wheelmap.org/system/uploads/photo/000/106/345/gallery_ipad_retina.jpg,0,barber
https://accessibility-cloud.freetls.fastly.net/images/scale/place/1296118513/_VgKWZ0foLj3u4EZaEak0d-X_7aiLMR4oPwB9DEjTBF.jpeg?fitw=1200&fith=1200,0,laundry
https://accessibility-cloud.freetls.fastly.net/images/scale/place/5630437218/U7CYeTqhyjYqVKmWNhm_oH-vKEwJyUh21jNMJ_NVTMp.jpeg?fitw=1200&fith=1200,0,alternative_medicine
https://asset2.wheelmap.org/system/uploads/photo/000/106/353/gallery_ipad_retina.jpg,0,restaurant
https://asset2.wheelmap.org/system/uploads/photo/000/106/354/gallery_ipad_retina.jpg,0,restaurant
https://asset0.wheelmap.org/system/uploads/photo/000/106/355/gallery_ipad_retina.jpg,0,restaurant
https://asset3.wheelmap.org/system/uploads/photo/000/106/356/gallery_ipad_retina.jpg,0,restaurant
https://accessibility-cloud.freetls.fastly.net/images/scale/place/5630437216/dY7BXY37YWnMvganuZrI1qXpf2KkqUAX78aHA7PQ07L.jpeg?fitw=1200&fith=1200,1,pub
https://accessibility-cloud.freetls.fastly.net/images/scale/place/728168468/rrwHTG6Wkmmqn-WEabooILPuTwQTDMmOxUbw0aA1WXU.jpeg?fitw=1200&fith=1200,1,restaurant
https://accessibility-cloud.freetls.fastly.net/images/scale/place/4789006622/eAwkQrR6-v35NzZckVxRv3f73fNn5ovnD6RTczMW1SI.jpeg?fitw=1200&fith=1200,0,gifts
https://asset2.wheelmap.org/system/uploads/photo/000/104/589/gallery_ipad_retina.jpg,1,hotel
https://asset0.wheelmap.org/system/uploads/photo/000/104/590/gallery_ipad_retina.jpg,1,hotel
https://accessibility-cloud.freetls.fastly.net/images/scale/place/6413806186/6SYKWwyblABrphGIQECf1R-vc97Bjlz5k7bMujadTGq.jpeg?fitw=1200&fith=1200,1,sports_shop
https://accessibility-cloud.freetls.fastly.net/images/scale/place/1915389777/pjXT3oameyr2pRM8VLWml0G_csLUFKbgbKChRSZYhct.jpeg?fitw=1200&fith=1200,0,photography
https://asset2.wheelmap.org/system/uploads/photo/000/082/500/gallery_ipad_retina.jpg,1,ophthalmologist
https://asset0.wheelmap.org/system/uploads/photo/000/082/501/gallery_ipad_retina.jpg,1,ophthalmologist
https://asset3.wheelmap.org/system/uploads/photo/000/082/502/gallery_ipad_retina.jpg,1,ophthalmologist
https://asset1.wheelmap.org/system/uploads/photo/000/082/503/gallery_ipad_retina.jpg,1,ophthalmologist
https://asset1.wheelmap.org/system/uploads/photo/000/082/504/gallery_ipad_retina.jpg,1,ophthalmologist
https://asset3.wheelmap.org/system/uploads/photo/000/082/505/gallery_ipad_retina.jpg,1,ophthalmologist
https://accessibility-cloud.freetls.fastly.net/images/scale/place/2836952339/IgdlThpMiEapu_J1XwZO1W-GkLQdB5njdwVW-dV-1k5.jpeg?fitw=1200&fith=1200,1,sports_shop
https://asset0.wheelmap.org/system/uploads/photo/000/127/520/gallery_ipad_retina.jpg,1,pub
https://asset2.wheelmap.org/system/uploads/photo/000/127/521/gallery_ipad_retina.jpg,1,pub
https://asset3.wheelmap.org/system/uploads/photo/000/127/247/gallery_ipad_retina.jpg,0,coffee
https://asset0.wheelmap.org/system/uploads/photo/000/127/248/gallery_ipad_retina.jpg,0,coffee
https://asset2.wheelmap.org/system/uploads/photo/000/127/249/gallery_ipad_retina.jpg,0,coffee
https://accessibility-cloud.freetls.fastly.net/images/scale/place/929285576/D8xV0lBfC1GEyJLVFN4ZbVnOPnecSoFKv2dZHOBZ4iO.jpeg?fitw=1200&fith=1200,0,restaurant
https://accessibility-cloud.freetls.fastly.net/images/scale/place/5181703358/EJ5qr-5iR6w24rY5UQf_t9Fq15vGvXOfRI_UqQuTwUG.jpeg?fitw=1200&fith=1200,1,flowers
https://accessibility-cloud.freetls.fastly.net/images/scale/place/4569227829/u7MTVQwuTXXyKTEtq5epLKIn3flg0MWTG5zrcTwfR_5.jpeg?fitw=1200&fith=1200,1,restaurant
https://accessibility-cloud.freetls.fastly.net/images/scale/place/6413806385/BYZrVlSXQy2Uc__r-WDcJlnza6qvTwwCes9-i22s3p9.jpeg?fitw=1200&fith=1200,1,barber
https://accessibility-cloud.freetls.fastly.net/images/scale/place/-266147791/iJ_Latp2TWASub_6NDniG8zBWm60VoGfVTzfsUmmNDn.jpeg?fitw=1200&fith=1200,0,fastfood
https://accessibility-cloud.freetls.fastly.net/images/scale/place/-266147791/nZo45_vmpr5BQkvbCLxUmNrAUfUWfgZS8pNFsDjl92L.jpeg?fitw=1200&fith=1200,0,fastfood
https://accessibility-cloud.freetls.fastly.net/images/scale/place/2187588493/Chux-We9NneABR7d6pUAft0lpgZDuQgYr7irsZkF6W7.jpeg?fitw=1200&fith=1200,1,sports_center
https://asset3.wheelmap.org/system/uploads/photo/000/043/740/gallery_ipad_retina.jpg,1,sports_center
https://asset1.wheelmap.org/system/uploads/photo/000/043/741/gallery_ipad_retina.jpg,1,sports_center
https://asset3.wheelmap.org/system/uploads/photo/000/044/842/gallery_ipad_retina.jpg,1,sports_center
https://asset1.wheelmap.org/system/uploads/photo/000/044/843/gallery_ipad_retina.jpg,1,sports_center
https://asset1.wheelmap.org/system/uploads/photo/000/129/849/gallery_ipad_retina.jpg,1,coffee
https://asset3.wheelmap.org/system/uploads/photo/000/129/850/gallery_ipad_retina.jpg,1,coffee
https://accessibility-cloud.freetls.fastly.net/images/scale/place/2352412649/NHf6pN6HVcEo3FeFF15LguvKdDic35wTaw1a6KM9zWF.jpeg?fitw=1200&fith=1200,0,restaurant
https://asset2.wheelmap.org/system/uploads/photo/000/078/463/gallery_ipad_retina.jpg,1,pub
https://asset0.wheelmap.org/system/uploads/photo/000/043/760/gallery_ipad_retina.jpg,0,restaurant
https://asset2.wheelmap.org/system/uploads/photo/000/043/761/gallery_ipad_retina.jpg,0,restaurant
https://asset0.wheelmap.org/system/uploads/photo/000/044/787/gallery_ipad_retina.jpg,0,restaurant
https://asset3.wheelmap.org/system/uploads/photo/000/044/788/gallery_ipad_retina.jpg,0,restaurant
https://asset2.wheelmap.org/system/uploads/photo/000/013/779/gallery_ipad_retina.jpg,0,alcohol
https://asset1.wheelmap.org/system/uploads/photo/000/013/780/gallery_ipad_retina.jpg,0,alcohol
https://asset2.wheelmap.org/system/uploads/photo/000/014/000/gallery_ipad_retina.jpg,0,alcohol
https://asset0.wheelmap.org/system/uploads/photo/000/014/001/gallery_ipad_retina.jpg,0,alcohol
https://asset3.wheelmap.org/system/uploads/photo/000/020/799/gallery_ipad_retina.jpg,0,alcohol
https://asset1.wheelmap.org/system/uploads/photo/000/020/800/gallery_ipad_retina.jpg,0,alcohol
https://asset1.wheelmap.org/system/uploads/photo/000/078/467/gallery_ipad_retina.jpg,0,pharmacy
https://asset2.wheelmap.org/system/uploads/photo/000/129/830/gallery_ipad_retina.jpg,0,pub
https://asset0.wheelmap.org/system/uploads/photo/000/129/831/gallery_ipad_retina.jpg,0,pub
https://asset3.wheelmap.org/system/uploads/photo/000/129/832/gallery_ipad_retina.jpg,0,pub
https://asset2.wheelmap.org/system/uploads/photo/000/128/828/gallery_ipad_retina.jpg,1,restaurant
https://asset0.wheelmap.org/system/uploads/photo/000/128/829/gallery_ipad_retina.jpg,1,restaurant
https://asset0.wheelmap.org/system/uploads/photo/000/129/825/gallery_ipad_retina.jpg,0,restaurant
https://asset3.wheelmap.org/system/uploads/photo/000/129/826/gallery_ipad_retina.jpg,0,restaurant
https://asset3.wheelmap.org/system/uploads/photo/000/078/461/gallery_ipad_retina.jpg,1,veterinary
https://asset2.wheelmap.org/system/uploads/photo/000/078/470/gallery_ipad_retina.jpg,0,deli
https://asset2.wheelmap.org/system/uploads/photo/000/042/399/gallery_ipad_retina.jpg,0,restaurant
https://asset2.wheelmap.org/system/uploads/photo/000/042/400/gallery_ipad_retina.jpg,0,restaurant
https://asset3.wheelmap.org/system/uploads/photo/000/043/764/gallery_ipad_retina.jpg,0,restaurant
https://asset1.wheelmap.org/system/uploads/photo/000/043/765/gallery_ipad_retina.jpg,0,restaurant
https://accessibility-cloud.freetls.fastly.net/images/scale/place/2352412929/56gXvMT6nhdFxLD1P4v1JVYnLElTUaf8WBazKoeoKxu.jpeg?fitw=1200&fith=1200,0,barber
https://asset3.wheelmap.org/system/uploads/photo/000/078/466/gallery_ipad_retina.jpg,0,supermarket
https://asset1.wheelmap.org/system/uploads/photo/000/129/827/gallery_ipad_retina.jpg,0,coffee
https://asset2.wheelmap.org/system/uploads/photo/000/129/828/gallery_ipad_retina.jpg,0,coffee
https://asset0.wheelmap.org/system/uploads/photo/000/129/829/gallery_ipad_retina.jpg,0,coffee
https://asset2.wheelmap.org/system/uploads/photo/000/039/492/gallery_ipad_retina.jpg,0,restaurant
https://asset0.wheelmap.org/system/uploads/photo/000/039/493/gallery_ipad_retina.jpg,0,restaurant
https://asset0.wheelmap.org/system/uploads/photo/000/040/698/gallery_ipad_retina.jpg,0,restaurant
https://asset2.wheelmap.org/system/uploads/photo/000/040/699/gallery_ipad_retina.jpg,0,restaurant
https://asset0.wheelmap.org/system/uploads/photo/000/042/406/gallery_ipad_retina.jpg,0,restaurant
https://asset2.wheelmap.org/system/uploads/photo/000/042/407/gallery_ipad_retina.jpg,0,restaurant
https://asset3.wheelmap.org/system/uploads/photo/000/129/835/gallery_ipad_retina.jpg,0,restaurant
https://asset0.wheelmap.org/system/uploads/photo/000/129/836/gallery_ipad_retina.jpg,0,restaurant
https://accessibility-cloud.freetls.fastly.net/images/scale/place/349301668/SxJZKtbp_kvtDqMxXxABIyyflGxkyBi4kQSQ9ZTlmqy.jpeg?fitw=1200&fith=1200,1,pharmacy
https://accessibility-cloud.freetls.fastly.net/images/scale/place/349301668/YP4IbHQbZW7Gjm2mJnkVvd9hpjeuqPSjIYlPfSWsPiU.jpeg?fitw=1200&fith=1200,1,pharmacy
https://accessibility-cloud.freetls.fastly.net/images/scale/place/5861350624/Vhlm8oiKbeESJDhj8j5GO7WJ9YIFbXJ7-FfFZMVPD0_.jpeg?fitw=1200&fith=1200,1,flowers
https://asset1.wheelmap.org/system/uploads/photo/000/097/713/gallery_ipad_retina.jpg,0,hotel
https://asset1.wheelmap.org/system/uploads/photo/000/097/714/gallery_ipad_retina.jpg,0,hotel
https://asset1.wheelmap.org/system/uploads/photo/000/104/438/gallery_ipad_retina.jpg,0,hotel
https://asset3.wheelmap.org/system/uploads/photo/000/104/439/gallery_ipad_retina.jpg,0,hotel
https://asset0.wheelmap.org/system/uploads/photo/000/104/440/gallery_ipad_retina.jpg,0,hotel
https://asset3.wheelmap.org/system/uploads/photo/000/104/457/gallery_ipad_retina.jpg,0,hotel
https://asset0.wheelmap.org/system/uploads/photo/000/104/458/gallery_ipad_retina.jpg,0,hotel
https://asset2.wheelmap.org/system/uploads/photo/000/104/459/gallery_ipad_retina.jpg,0,hotel
https://asset3.wheelmap.org/system/uploads/photo/000/104/460/gallery_ipad_retina.jpg,0,hotel
https://asset3.wheelmap.org/system/uploads/photo/000/124/690/gallery_ipad_retina.jpg,1,restaurant
https://asset1.wheelmap.org/system/uploads/photo/000/124/691/gallery_ipad_retina.jpg,1,restaurant
https://accessibility-cloud.freetls.fastly.net/images/scale/place/2313631478/3SyOw8s2LI3dhXU807Q_gqWd3Guofkzb74OPy3I6dXr.jpeg?fitw=1200&fith=1200,0,bread
https://accessibility-cloud.freetls.fastly.net/images/scale/place/2737042889/uQRp9_5fPtY86tmoAsT-YFPGCFxAIYIWgGE9oDUWe_K.jpeg?fitw=1200&fith=1200,0,restaurant
https://accessibility-cloud.freetls.fastly.net/images/scale/place/2313631480/hbfyrct6QBxFvTCt2_75kVJ0-XhgewFaUYYtLQauBqT.jpeg?fitw=1200&fith=1200,0,fastfood
https://accessibility-cloud.freetls.fastly.net/images/scale/place/2737042887/TWSqP3AIGFRRzoqPedb1-9WNQt0IfK5Jt1v0V8kz2DR.jpeg?fitw=1200&fith=1200,0,computers
https://accessibility-cloud.freetls.fastly.net/images/scale/place/1311028992/z_Z_2Kl7lUA9SdYSIiQ60S_F4E-xqkk9jDybAiHnhE5.jpeg?fitw=1200&fith=1200,1,restaurant
https://accessibility-cloud.freetls.fastly.net/images/scale/place/1311028992/PG9RZ9_TQdXaRQjIB6akaRz8f9UtW5HRo-ZOIF84DM3.jpeg?fitw=1200&fith=1200,1,restaurant
https://asset0.wheelmap.org/system/uploads/photo/000/139/777/gallery_ipad_retina.jpg,1,library
https://asset3.wheelmap.org/system/uploads/photo/000/139/778/gallery_ipad_retina.jpg,1,library
https://asset1.wheelmap.org/system/uploads/photo/000/139/779/gallery_ipad_retina.jpg,1,library
https://asset2.wheelmap.org/system/uploads/photo/000/139/780/gallery_ipad_retina.jpg,1,library
https://accessibility-cloud.freetls.fastly.net/images/scale/place/3165259685/t9_dkm55kzkPexvkUwQxPdF7WcT8csAIRWQVerlWtMm.jpeg?fitw=1200&fith=1200,0,travel_agency
https://accessibility-cloud.freetls.fastly.net/images/scale/place/439752059/W25XLmzMJ3YKBiMw92qmotWB-7Vhvq01BbfOMwmvy7X.jpeg?fitw=1200&fith=1200,0,bar
https://accessibility-cloud.freetls.fastly.net/images/scale/place/2711790241/4DXNp1ZAWuWC56E1w2do22FSWXgYviILXmHxGxnfS_7.jpeg?fitw=1200&fith=1200,0,bar
https://accessibility-cloud.freetls.fastly.net/images/scale/place/862031053/nv5JTahbi0LR4z1KvyXCm85S8ujttiqun-J7nDEKztT.jpeg?fitw=1200&fith=1200,1,restaurant
https://asset3.wheelmap.org/system/uploads/photo/000/055/480/gallery_ipad_retina.jpg,0,convenience_store
https://asset2.wheelmap.org/system/uploads/photo/000/055/500/gallery_ipad_retina.jpg,0,bar
https://accessibility-cloud.freetls.fastly.net/images/scale/place/-447901512/h4hI0RMmFzDRvx0ONyfBDAa-SZSi_VAqdTtLcHn6jVj.jpeg?fitw=1200&fith=1200,1,hotel
https://asset0.wheelmap.org/system/uploads/photo/000/055/529/gallery_ipad_retina.jpg,0,restaurant
https://asset2.wheelmap.org/system/uploads/photo/000/000/315/gallery_ipad_retina.jpg,0,restaurant
https://asset0.wheelmap.org/system/uploads/photo/000/055/501/gallery_ipad_retina.jpg,0,dentist
https://accessibility-cloud.freetls.fastly.net/images/scale/place/4853758035/0Em8NNt0IWMcF65e-AJQCmpNkekd93IUjsEc8ZFIfdv.jpeg?fitw=1200&fith=1200,0,barber
https://asset2.wheelmap.org/system/uploads/photo/000/055/467/gallery_ipad_retina.jpg,0,restaurant
https://asset0.wheelmap.org/system/uploads/photo/000/055/553/gallery_ipad_retina.jpg,0,furniture
https://asset1.wheelmap.org/system/uploads/photo/000/097/707/gallery_ipad_retina.jpg,0,hotel
https://asset2.wheelmap.org/system/uploads/photo/000/097/708/gallery_ipad_retina.jpg,0,hotel
https://asset0.wheelmap.org/system/uploads/photo/000/055/466/gallery_ipad_retina.jpg,0,clothes
https://accessibility-cloud.freetls.fastly.net/images/scale/place/3861765083/HUY6uvIRPPKkoJxFxZpfTA6JFEKEaGJo63LJmGJQAMC.jpeg?fitw=1200&fith=1200,0,barber
https://accessibility-cloud.freetls.fastly.net/images/scale/place/3819522966/Q7lmfDk6lYUmARDC3sRsZpw1iyCLwrxo-t4PRlNOl3E.jpeg?fitw=1200&fith=1200,0,casino
https://asset2.wheelmap.org/system/uploads/photo/000/129/837/gallery_ipad_retina.jpg,1,restaurant
https://asset1.wheelmap.org/system/uploads/photo/000/129/838/gallery_ipad_retina.jpg,1,restaurant
https://asset1.wheelmap.org/system/uploads/photo/000/055/470/gallery_ipad_retina.jpg,0,department_store
https://asset1.wheelmap.org/system/uploads/photo/000/055/508/gallery_ipad_retina.jpg,1,hotel
https://asset1.wheelmap.org/system/uploads/photo/000/055/520/gallery_ipad_retina.jpg,1,hotel
https://asset2.wheelmap.org/system/uploads/photo/000/093/949/gallery_ipad_retina.jpg,1,hotel
https://asset0.wheelmap.org/system/uploads/photo/000/093/950/gallery_ipad_retina.jpg,1,hotel
https://asset2.wheelmap.org/system/uploads/photo/000/093/951/gallery_ipad_retina.jpg,1,hotel
https://asset1.wheelmap.org/system/uploads/photo/000/097/190/gallery_ipad_retina.jpg,1,hotel
https://asset3.wheelmap.org/system/uploads/photo/000/097/191/gallery_ipad_retina.jpg,1,hotel
https://asset3.wheelmap.org/system/uploads/photo/000/097/206/gallery_ipad_retina.jpg,1,hotel
https://asset1.wheelmap.org/system/uploads/photo/000/097/207/gallery_ipad_retina.jpg,1,hotel
https://asset2.wheelmap.org/system/uploads/photo/000/097/208/gallery_ipad_retina.jpg,1,hotel
https://asset2.wheelmap.org/system/uploads/photo/000/055/546/gallery_ipad_retina.jpg,1,furniture
https://asset2.wheelmap.org/system/uploads/photo/000/000/082/gallery_ipad_retina.jpg,1,coffee
https://asset1.wheelmap.org/system/uploads/photo/000/055/453/gallery_ipad_retina.jpg,0,barber
https://asset3.wheelmap.org/system/uploads/photo/000/041/634/gallery_ipad_retina.jpg,0,restaurant
https://asset1.wheelmap.org/system/uploads/photo/000/041/635/gallery_ipad_retina.jpg,0,restaurant
https://asset0.wheelmap.org/system/uploads/photo/000/042/401/gallery_ipad_retina.jpg,0,restaurant
